sg_geoid,sg_year,matched_same_year,matched_other_years
48449,2000,TRUE,2010;2020
48451,2000,TRUE,2010;2020
48453,2000,TRUE,2010;2020
48457,2000,TRUE,2010;2020
48459,2000,TRUE,2010;2020
48465,2000,TRUE,2010;2020
48473,2000,TRUE,2010;2020
48479,2000,TRUE,2010;2020
48485,2000,TRUE,2010;2020
24510,2000,TRUE,2010;2020
29510,2000,TRUE,2010;2020
51510,2000,TRUE,2010;2020
51515,2000,TRUE,2010
51540,2000,TRUE,2010;2020
51550,2000,TRUE,2010;2020
51590,2000,TRUE,2010;2020
51660,2000,TRUE,2010;2020
51700,2000,TRUE,2010;2020
51710,2000,TRUE,2010;2020
51740,2000,TRUE,2010;2020
51760,2000,TRUE,2010;2020
51800,2000,TRUE,2010;2020
51810,2000,TRUE,2010;2020
06001,2010,TRUE,2000;2020
09001,2010,TRUE,2000;2020
10001,2010,TRUE,2000;2020
11001,2010,TRUE,2000;2020
12001,2010,TRUE,2000;2020
15001,2010,FALSE,NA
16001,2010,TRUE,2000;2020
17001,2010,TRUE,2000;2020
23001,2010,TRUE,2000;2020
25001,2010,TRUE,2000;2020
28001,2010,TRUE,2000;2020
29001,2010,TRUE,2000;2020
34001,2010,TRUE,2000;2020
35001,2010,TRUE,2000;2020
36001,2010,TRUE,2000;2020
37001,2010,TRUE,2000;2020
44001,2010,TRUE,2000;2020
47001,2010,TRUE,2000;2020
51001,2010,TRUE,2000;2020
01003,2010,TRUE,2000;2020
04003,2010,TRUE,2000;2020
05003,2010,TRUE,2000;2020
09003,2010,TRUE,2000;2020
10003,2010,TRUE,2000;2020
15003,2010,FALSE,NA
18003,2010,TRUE,2000;2020
23003,2010,TRUE,2000;2020
24003,2010,TRUE,2000;2020
27003,2010,TRUE,2000;2020
32003,2010,TRUE,2000;2020
34003,2010,TRUE,2000;2020
37003,2010,TRUE,2000;2020
39003,2010,TRUE,2000;2020
42003,2010,TRUE,2000;2020
45003,2010,TRUE,2000;2020
46003,2010,TRUE,2000;2020
54003,2010,TRUE,2000;2020
04005,2010,TRUE,2000;2020
05005,2010,TRUE,2000;2020
08005,2010,TRUE,2000;2020
09005,2010,TRUE,2000;2020
10005,2010,TRUE,2000;2020
12005,2010,TRUE,2000;2020
13005,2010,TRUE,2000;2020
18005,2010,TRUE,2000;2020
21005,2010,TRUE,2000;2020
24005,2010,TRUE,2000;2020
25005,2010,TRUE,2000;2020
26005,2010,TRUE,2000;2020
27005,2010,TRUE,2000;2020
34005,2010,TRUE,2000;2020
36005,2010,TRUE,2000;2020
39005,2010,TRUE,2000;2020
41005,2010,TRUE,2000;2020
42005,2010,TRUE,2000;2020
44005,2010,TRUE,2000;2020
48005,2010,TRUE,2000;2020
55005,2010,TRUE,2000;2020
01007,2010,TRUE,2000;2020
04007,2010,TRUE,2000;2020
05007,2010,TRUE,2000;2020
06007,2010,TRUE,2000;2020
15007,2010,FALSE,NA
23007,2010,TRUE,2000;2020
34007,2010,TRUE,2000;2020
36007,2010,TRUE,2000;2020
39007,2010,TRUE,2000;2020
44007,2010,TRUE,2000;2020
45007,2010,TRUE,2000;2020
50007,2010,TRUE,2000;2020
05009,2010,TRUE,2000;2020
09009,2010,TRUE,2000;2020
12009,2010,TRUE,2000;2020
15009,2010,FALSE,NA
21009,2010,TRUE,2000;2020
23009,2010,TRUE,2000;2020
25009,2010,TRUE,2000;2020
34009,2010,TRUE,2000;2020
36009,2010,TRUE,2000;2020
37009,2010,TRUE,2000;2020
41009,2010,TRUE,2000;2020
44009,2010,TRUE,2000;2020
51009,2010,TRUE,2000;2020
55009,2010,TRUE,2000;2020
09011,2010,TRUE,2000;2020
12011,2010,TRUE,2000;2020
17011,2010,TRUE,2000;2020
18011,2010,TRUE,2000;2020
23011,2010,TRUE,2000;2020
24011,2010,TRUE,2000;2020
33011,2010,TRUE,2000;2020
41011,2010,TRUE,2000;2020
53011,2010,TRUE,2000;2020
54011,2010,TRUE,2000;2020
04013,2010,TRUE,2000;2020
06013,2010,TRUE,2000;2020
08013,2010,TRUE,2000;2020
13013,2010,TRUE,2000;2020
24013,2010,TRUE,2000;2020
25013,2010,TRUE,2000;2020
33013,2010,TRUE,2000;2020
34013,2010,TRUE,2000;2020
35013,2010,TRUE,2000;2020
36013,2010,TRUE,2000;2020
39013,2010,TRUE,2000;2020
42013,2010,TRUE,2000;2020
22015,2010,TRUE,2000;2020
28015,2010,TRUE,2000;2020
33015,2010,TRUE,2000;2020
34015,2010,TRUE,2000;2020
36015,2010,TRUE,2000;2020
53015,2010,TRUE,2000;2020
05017,2010,TRUE,2000;2020
06017,2010,TRUE,2000;2020
18017,2010,TRUE,2000;2020
22017,2010,TRUE,2000;2020
25017,2010,TRUE,2000;2020
26017,2010,TRUE,2000;2020
31017,2010,TRUE,2000;2020
34017,2010,TRUE,2000;2020
37017,2010,TRUE,2000;2020
38017,2010,TRUE,2000;2020
39017,2010,TRUE,2000;2020
41017,2010,TRUE,2000;2020
42017,2010,TRUE,2000;2020
45017,2010,TRUE,2000;2020
47017,2010,TRUE,2000;2020
04019,2010,TRUE,2000;2020
06019,2010,TRUE,2000;2020
13019,2010,TRUE,2000;2020
16019,2010,TRUE,2000;2020
17019,2010,TRUE,2000;2020
18019,2010,TRUE,2000;2020
22019,2010,TRUE,2000;2020
23019,2010,TRUE,2000;2020
24019,2010,TRUE,2000;2020
29019,2010,TRUE,2000;2020
36019,2010,TRUE,2000;2020
37019,2010,TRUE,2000;2020
40019,2010,TRUE,2000;2020
45019,2010,TRUE,2000;2020
02020,2010,FALSE,NA
01021,2010,TRUE,2000;2020
12021,2010,TRUE,2000;2020
13021,2010,TRUE,2000;2020
19021,2010,TRUE,2000;2020
20021,2010,TRUE,2000;2020
21021,2010,TRUE,2000;2020
24021,2010,TRUE,2000;2020
25021,2010,TRUE,2000;2020
26021,2010,TRUE,2000;2020
34021,2010,TRUE,2000;2020
40021,2010,TRUE,2000;2020
42021,2010,TRUE,2000;2020
45021,2010,TRUE,2000;2020
48021,2010,TRUE,2000;2020
55021,2010,TRUE,2000;2020
56021,2010,TRUE,2000;2020
05023,2010,TRUE,2000;2020
06023,2010,TRUE,2000;2020
12023,2010,TRUE,2000;2020
18023,2010,TRUE,2000;2020
25023,2010,TRUE,2000;2020
34023,2010,TRUE,2000;2020
37023,2010,TRUE,2000;2020
39023,2010,TRUE,2000;2020
48023,2010,TRUE,2000;2020
50023,2010,TRUE,2000;2020
01025,2010,TRUE,2000;2020
06025,2010,TRUE,2000;2020
24025,2010,TRUE,2000;2020
25025,2010,TRUE,2000;2020
26025,2010,TRUE,2000;2020
34025,2010,TRUE,2000;2020
50025,2010,TRUE,2000;2020
53025,2010,TRUE,2000;2020
55025,2010,TRUE,2000;2020
72025,2010,FALSE,NA
13027,2010,TRUE,2000;2020
25027,2010,TRUE,2000;2020
27027,2010,TRUE,2000;2020
34027,2010,TRUE,2000;2020
37027,2010,TRUE,2000;2020
38027,2010,TRUE,2000;2020
41027,2010,TRUE,2000;2020
42027,2010,TRUE,2000;2020
06029,2010,TRUE,2000;2020
08029,2010,TRUE,2000;2020
17029,2010,TRUE,2000;2020
19029,2010,TRUE,2000;2020
22029,2010,TRUE,2000;2020
36029,2010,TRUE,2000;2020
39029,2010,TRUE,2000;2020
41029,2010,TRUE,2000;2020
42029,2010,TRUE,2000;2020
47029,2010,TRUE,2000;2020
48029,2010,TRUE,2000;2020
53029,2010,TRUE,2000;2020
56029,2010,TRUE,2000;2020
01031,2010,TRUE,2000;2020
08031,2010,TRUE,2000;2020
12031,2010,TRUE,2000;2020
17031,2010,TRUE,2000;2020
18031,2010,TRUE,2000;2020
23031,2010,TRUE,2000;2020
24031,2010,TRUE,2000;2020
29031,2010,TRUE,2000;2020
32031,2010,TRUE,2000;2020
34031,2010,TRUE,2000;2020
40031,2010,TRUE,2000;2020
72031,2010,FALSE,NA
01033,2010,TRUE,2000;2020
12033,2010,TRUE,2000;2020
22033,2010,TRUE,2000;2020
24033,2010,TRUE,2000;2020
28033,2010,TRUE,2000;2020
29033,2010,TRUE,2000;2020
39033,2010,TRUE,2000;2020
42033,2010,TRUE,2000;2020
53033,2010,TRUE,2000;2020
05035,2010,TRUE,2000;2020
06035,2010,TRUE,2000;2020
24035,2010,TRUE,2000;2020
27035,2010,TRUE,2000;2020
34035,2010,TRUE,2000;2020
37035,2010,TRUE,2000;2020
39035,2010,TRUE,2000;2020
48035,2010,TRUE,2000;2020
49035,2010,TRUE,2000;2020
53035,2010,TRUE,2000;2020
72035,2010,FALSE,NA
06037,2010,TRUE,2000;2020
20037,2010,TRUE,2000;2020
21037,2010,TRUE,2000;2020
24037,2010,TRUE,2000;2020
26037,2010,TRUE,2000;2020
27037,2010,TRUE,2000;2020
28037,2010,TRUE,2000;2020
34037,2010,TRUE,2000;2020
35037,2010,TRUE,2000;2020
37037,2010,TRUE,2000;2020
40037,2010,TRUE,2000;2020
47037,2010,TRUE,2000;2020
48037,2010,TRUE,2000;2020
01039,2010,TRUE,2000;2020
06039,2010,TRUE,2000;2020
16039,2010,TRUE,2000;2020
18039,2010,TRUE,2000;2020
29039,2010,TRUE,2000;2020
34039,2010,TRUE,2000;2020
36039,2010,TRUE,2000;2020
37039,2010,TRUE,2000;2020
41039,2010,TRUE,2000;2020
54039,2010,TRUE,2000;2020
55039,2010,TRUE,2000;2020
01041,2010,TRUE,2000;2020
06041,2010,TRUE,2000;2020
08041,2010,TRUE,2000;2020
18041,2010,TRUE,2000;2020
19041,2010,TRUE,2000;2020
22041,2010,TRUE,2000;2020
39041,2010,TRUE,2000;2020
45041,2010,TRUE,2000;2020
48041,2010,TRUE,2000;2020
51041,2010,TRUE,2000;2020
16043,2010,TRUE,2000;2020
17043,2010,TRUE,2000;2020
28043,2010,TRUE,2000;2020
29043,2010,TRUE,2000;2020
37043,2010,TRUE,2000;2020
39043,2010,TRUE,2000;2020
42043,2010,TRUE,2000;2020
45043,2010,TRUE,2000;2020
55043,2010,TRUE,2000;2020
05045,2010,TRUE,2000;2020
18045,2010,TRUE,2000;2020
20045,2010,TRUE,2000;2020
24045,2010,TRUE,2000;2020
26045,2010,TRUE,2000;2020
31045,2010,TRUE,2000;2020
35045,2010,TRUE,2000;2020
36045,2010,TRUE,2000;2020
37045,2010,TRUE,2000;2020
39045,2010,TRUE,2000;2020
42045,2010,TRUE,2000;2020
45045,2010,TRUE,2000;2020
49045,2010,TRUE,2000;2020
56045,2010,TRUE,2000;2020
01047,2010,TRUE,2000;2020
06047,2010,TRUE,2000;2020
13047,2010,TRUE,2000;2020
22047,2010,TRUE,2000;2020
29047,2010,TRUE,2000;2020
36047,2010,TRUE,2000;2020
45047,2010,TRUE,2000;2020
48047,2010,TRUE,2000;2020
49047,2010,TRUE,2000;2020
17049,2010,TRUE,2000;2020
18049,2010,TRUE,2000;2020
27049,2010,TRUE,2000;2020
28049,2010,TRUE,2000;2020
30049,2010,TRUE,2000;2020
35049,2010,TRUE,2000;2020
37049,2010,TRUE,2000;2020
39049,2010,TRUE,2000;2020
42049,2010,TRUE,2000;2020
49049,2010,TRUE,2000;2020
54049,2010,TRUE,2000;2020
01051,2010,TRUE,2000;2020
05051,2010,TRUE,2000;2020
13051,2010,TRUE,2000;2020
29051,2010,TRUE,2000;2020
35051,2010,TRUE,2000;2020
36051,2010,TRUE,2000;2020
37051,2010,TRUE,2000;2020
41051,2010,TRUE,2000;2020
45051,2010,TRUE,2000;2020
54051,2010,TRUE,2000;2020
01053,2010,TRUE,2000;2020
06053,2010,TRUE,2000;2020
16053,2010,TRUE,2000;2020
18053,2010,TRUE,2000;2020
26053,2010,TRUE,2000;2020
27053,2010,TRUE,2000;2020
30053,2010,TRUE,2000;2020
31053,2010,TRUE,2000;2020
45053,2010,TRUE,2000;2020
48053,2010,TRUE,2000;2020
49053,2010,TRUE,2000;2020
53053,2010,TRUE,2000;2020
01055,2010,TRUE,2000;2020
12055,2010,TRUE,2000;2020
16055,2010,TRUE,2000;2020
31055,2010,TRUE,2000;2020
36055,2010,TRUE,2000;2020
42055,2010,TRUE,2000;2020
45055,2010,TRUE,2000;2020
55055,2010,TRUE,2000;2020
12057,2010,TRUE,2000;2020
16057,2010,TRUE,2000;2020
18057,2010,TRUE,2000;2020
19057,2010,TRUE,2000;2020
20057,2010,TRUE,2000;2020
37057,2010,TRUE,2000;2020
39057,2010,TRUE,2000;2020
49057,2010,TRUE,2000;2020
55057,2010,TRUE,2000;2020
06059,2010,TRUE,2000;2020
08059,2010,TRUE,2000;2020
13059,2010,TRUE,2000;2020
36059,2010,TRUE,2000;2020
37059,2010,TRUE,2000;2020
41059,2010,TRUE,2000;2020
45059,2010,TRUE,2000;2020
51059,2010,TRUE,2000;2020
54059,2010,TRUE,2000;2020
55059,2010,TRUE,2000;2020
19061,2010,TRUE,2000;2020
22061,2010,TRUE,2000;2020
36061,2010,TRUE,2000;2020
39061,2010,TRUE,2000;2020
42061,2010,TRUE,2000;2020
48061,2010,TRUE,2000;2020
51061,2010,TRUE,2000;2020
53061,2010,TRUE,2000;2020
54061,2010,TRUE,2000;2020
12063,2010,TRUE,2000;2020
13063,2010,TRUE,2000;2020
18063,2010,TRUE,2000;2020
36063,2010,TRUE,2000;2020
37063,2010,TRUE,2000;2020
53063,2010,TRUE,2000;2020
55063,2010,TRUE,2000;2020
06065,2010,TRUE,2000;2020
18065,2010,TRUE,2000;2020
26065,2010,TRUE,2000;2020
36065,2010,TRUE,2000;2020
37065,2010,TRUE,2000;2020
47065,2010,TRUE,2000;2020
06067,2010,TRUE,2000;2020
13067,2010,TRUE,2000;2020
16067,2010,TRUE,2000;2020
18067,2010,TRUE,2000;2020
21067,2010,TRUE,2000;2020
22067,2010,TRUE,2000;2020
27067,2010,TRUE,2000;2020
36067,2010,TRUE,2000;2020
37067,2010,TRUE,2000;2020
40067,2010,TRUE,2000;2020
41067,2010,TRUE,2000;2020
45067,2010,TRUE,2000;2020
48067,2010,TRUE,2000;2020
53067,2010,TRUE,2000;2020
05069,2010,TRUE,2000;2020
06069,2010,TRUE,2000;2020
12069,2010,TRUE,2000;2020
22069,2010,TRUE,2000;2020
29069,2010,TRUE,2000;2020
37069,2010,TRUE,2000;2020
42069,2010,TRUE,2000;2020
55069,2010,TRUE,2000;2020
06071,2010,TRUE,2000;2020
12071,2010,TRUE,2000;2020
22071,2010,TRUE,2000;2020
29071,2010,TRUE,2000;2020
36071,2010,TRUE,2000;2020
37071,2010,TRUE,2000;2020
39071,2010,TRUE,2000;2020
41071,2010,TRUE,2000;2020
42071,2010,TRUE,2000;2020
55071,2010,TRUE,2000;2020
01073,2010,TRUE,2000;2020
05073,2010,TRUE,2000;2020
06073,2010,TRUE,2000;2020
12073,2010,TRUE,2000;2020
17073,2010,TRUE,2000;2020
21073,2010,TRUE,2000;2020
22073,2010,TRUE,2000;2020
27073,2010,TRUE,2000;2020
